author age,recommended age,review
"Teen, 13 years old",age 7+,"Minecraft PE is a very inspiring app, and is great for little builders. It encourages an engineering mindset, but does have some violence. To restore your health, you kill animals, and during night get attacked by monsters. When you kill something it blinks red, then dies: a non graphic form of violence."
"Kid, 12 years old",age 4+,"Minecraft Pocket Edition is perfect! Pretty much it's perfect here's why.
. Doesn't need Internet so perfect for traveling
. Lets your creativity come out
. If you don't want to battle off creepers, zombies, skeletons, ect... You can put it on peaceful mode!
. It's pocket edition.. Those two words speak for itself. You can play as long as you have your iPad,iPhone, or iPod Touch!
Three reasons proving my point of why Minecraft is almost perfect the only thing is the price... But eventually I believe it's worth it!!!!"
"Teen, 13 years old",age 8+,"Great Game! Now at version 0.7.2 on iphone, ipod, and ipad. Android is at 0.7.1. Good for any age, though childern under 5 may be a little spooked by the zombies noises and the You Died! messages. Overall though this is a great game"
"Kid, 12 years old",age 6+,"I play the lite version of Minecraft. It's super fun! I like games like these with Creativity involved ^.^ It's super popular, too!"
"Kid, 12 years old",age 8+,Amazing game!!!!!!!!!!!!!!!!! One of the best apps ever. It is slightly violent.
"Kid, 10 years old",age 7+,"I just bought this yesterday. I have to admit that the price is a little bit high. $6.99 for a game?! Still, I reccomend this game to anyone who is creative. I LOVE this!"
"Kid, 10 years old",age 7+,"I Wanted To Try Out Minecraft Because EVERYONE At My School Was Talking About It.(Well,Maybe Not Everyone,But You Get The Idea.) So I Got And Tryed It Out.Well,For The First Like Couple Of Days,I Didn't Know How To Craft,Or Turn On Non-Peaceful Mode.I Ended Up Calling My Friend And Asking Him,But Over The Phone I Couldn't Understand.But Then I Learned How Turn Non- Peaceful Mode, Fight Creepers,Zombies,And More.Minecraft Is Fun,But Only At Night.At Night,That's When The Creepers,Zombies,Spiders,And Skeletons Come Out.Your Object Is To Survive By Killing Them And Stuff.That's Fun.But In The Daytime,You Can Build,Craft,And Kill Animals.(At Least,That's What I Know How To Do.)I Don't Think Building,Crafting And Killing Chicken,Cows,And Sheep Are Fun.Maybe I Just Don't Know How To Play,But To Me,Minecraft Is Only Fun At Night.(But If I Know How To Play It Better,And Get Some Tips,I Might Change My Mind.)
UPDATE 6/28/2013
I Have Been Meaning To Update This Review For A Long Time.I Now Know How To Craft Mine And More.I Have A House And Have Started Digging To Find Diamonds In One Of My Worlds.With Help From Online And Practice,I Now Know How Too Do All That Stuff
I Changed My Stars From Three Too Five.
Update:7/4/13:I Changed It Back Too 3/5 Stars.
Update:10/13/13-BACK TO FIVE STARS!"
"Kid, 11 years old",age 6+,"Great for young kids, however, a ghostly character ""Herobrine"" (Default Steveskin with glowing white eyes) is in this version of the game (Alpha). He makes various scary things such as buildings and ""Herobrine Animals"" happen in your world before officially making his appearance, killing you, and screwing up all the stuff you made. The drama leading up to his appearance may be too scary for some kids."
"Kid, 12 years old",age 8+,"Why I said that, exactly? This game has some up's and so-so's. First, the nether block was added, the minecraft game is getting engaging and strong on focus (like, I didn't say it but luck). The bottom line most likely, you have to see this app yourself. It still didn't have TNT lighting (flint and steel) on creative mode. See this game yourself if you want. Creepers, Skeletons, Spiders, and Zombies are added and will start to kill you in every luck they have (it depends) and you kill them with either a sword, or a bow. Plus, you have armor now, it takes a lot of mining in order to wear full armor. Good creations, some violence, to be warned."
"Kid, 12 years old",age 10+,"I personally think this game is better for kids than the PC version. Mostly because their isn't as much online activity and they can't connect with potentially dangerous people unless they are in the same space as someone else playing it. This gamee promotes creativy and is just plain fun. There is pretty much no violence unless you count hitting creatures with swords and the screen saying 'you died' as violence. Buy this game, I just got the newest update and it's getting better and better!"
